Game,Copies sold,Release date,Genre,Developer,Publisher,Console_name
Who Wants to Be a Millionaire?,1 million,1999-11-28,Trivia game,Jellyvision,Disney Interactive Studios,PC
Unreal Tournament,1 million,1999-11-30,First-person shooter,Epic Games Digital Extremes,GT Interactive,PC
The Sims,11 million,2000-02-04,Life simulation,Maxis,Electronic Arts,PC
Diablo II,4 million,2000-06-29,Action role-playing,Blizzard North,Blizzard Entertainment,PC
Baldur's Gate II: Shadows of Amn,2 million,2000-09-21,Computer role-playing game,BioWare,Interplay Entertainment,PC
American McGee's Alice,1 million,2000-10-06,"Action-adventure, platformer",Rogue Entertainment,Electronic Arts,PC
Command & Conquer: Red Alert 2,1 million,2000-10-23,Real-time strategy,Westwood Pacific,Electronic Arts,PC
Black & White,2 million,2001-03-25,God game,Lionhead Studios,EA Games Sold-Out Software,PC
Tropico,1 million,2001-04-24,Construction and management simulation,PopTop Software,Gathering of Developers,PC
Operation Flashpoint: Cold War Crisis,1 million,2001-06-22,Tactical shooter,Bohemia Interactive Studio,Codemasters,PC
Runaway: A Road Adventure,1 million,2001-07-06,Adventure,"Péndulo Studios, S.L.",Dinamic Multimedia,PC
Zoo Tycoon,1 million,2001-10-17,Business simulation,Microsoft,Blue Fang Games,PC
Stronghold,1 million,2001-10-19,Real-time strategy,Firefly Studios,Take-Two Interactive / Gathering of Developers,PC
Civilization III,2 million,2001-10-30,"Turn-based strategy, 4X",Firaxis Games,Infogrames,PC
Empire Earth,1 million,2001-11-12,Real-time strategy,Stainless Steel Studios,Sierra Entertainment,PC
Harry Potter and the Philosopher's Stone,1 million,2001-11-15,Action-adventure,KnowWonder,Electronic Arts,PC
Return to Castle Wolfenstein,1 million,2001-11-19,First-person shooter,Gray Matter Studios id Software,Activision,PC
Dungeon Siege,1 million,2002-04-05,Role-playing game,Gas Powered Games,Microsoft Game Studios,PC
Hotel Giant,1 million,2002-05-17,Business simulation,Enlight Software,JoWood Productions,PC
Neverwinter Nights,2 million,2002-06-18,Role-playing game,BioWare,Infogrames / Atari,PC
Warcraft III: Reign of Chaos,3 million,2002-07-03,Real-time strategy,Blizzard Entertainment,Blizzard Entertainment (North America) Sierra Entertainment (Europe) Capcom (Japan),PC
Stronghold: Crusader,2 million,2002-07-31,Real-time strategy,Firefly Studios,Take-Two Interactive / Gathering of Developers,PC
Mafia: The City of Lost Heaven,2 million,2002-08-28,Third-person shooter,Illusion Softworks,Gathering of Developers,PC
Battlefield 1942,2 million,2002-09-10,First-person shooter,EA DICE,Electronic Arts,PC
Age of Mythology,1 million,2002-10-30,Real-time strategy,Ensemble Studios,Microsoft,PC
SimCity 4,2 million,2003-01-14,City-building,Maxis,Electronic Arts (Windows) Aspyr Media (macOS),PC
Anno 1503,2 million,2003-03-23,City-building,Max Design,Sunflowers,PC
Vietcong,1 million,2003-03-26,Tactical shooter,Pterodon Illusion Softworks,Gathering of Developers,PC
Star Wars Galaxies,1 million,2003-06-26,MMORPG,Sony Online Entertainment,LucasArts,PC
The Legend of Sword and Fairy 3,1 million,2003-07-31,Role-playing game,Softstar Entertainment,Softstar Entertainment Unistar,PC
Hidden & Dangerous 2,1 million,2003-10-21,Action,Illusion Softworks,Take-Two Interactive,PC
Patrician III: Rise of the Hanse,1 million,2003-10-24,Business simulation,Ascaron,Encore,PC
Battlefield Vietnam,1 million,2004-03-14,First-person shooter,EA DICE,Electronic Arts,PC
Counter-Strike: Condition Zero,2 million,2004-03-23,First-person shooter,Valve Gearbox Software Ritual Entertainment Turtle Rock Studios,Valve (digital) Sierra Entertainment (retail),PC
Far Cry,2 million,2004-03-23,First-person shooter,Crytek,Ubisoft,PC
Sacred,1 million,2004-03-23,Action role-playing,Ascaron,Encore Koch Media Red Ant Enterprises,PC
The Sims 2,6 million,2004-09-14,Life simulation,Maxis,Electronic Arts,PC
"Warhammer 40,000: Dawn of War (including expansions)",4 million,2004-09-20,Real-time strategy,Relic Entertainment,THQ,PC
Rome: Total War,1 million,2004-09-22,Real-time strategy,The Creative Assembly,Activision,PC
RollerCoaster Tycoon 3,10 million,2004-10-26,Construction and management simulation,Frontier Developments,"Atari, Inc. (Windows) Aspyr Media (macOS)",PC
Counter-Strike: Source,2 million,2004-11-01,First-person shooter,Valve,Electronic Arts (retail) Valve (digital),PC
Half-Life 2,12.3 million,2004-11-16,First-person shooter,Valve,Valve (digital) Sierra Entertainment (retail),PC
World of Warcraft,14 million,2004-11-23,MMORPG,Blizzard Entertainment,Blizzard Entertainment,PC
Cossacks II: Napoleonic Wars,2 million,2005-04-15,Real-time strategy,GSC Game World,CDV Software,PC
Psychonauts,1 million,2005-04-19,Platform,Double Fine Productions,THQ,PC
Guild Wars,6 million,2005-04-28,MMORPG,ArenaNet,NCsoft,PC
Dungeon Lords,1 million,2005-05-05,Role-playing game,Heuristic Park,DreamCatcher Interactive,PC
Imperivm: Great Battles of Rome,1 million,2005-05-10,Real-time strategy,Haemimont Games,FX Interactive,PC
Age of Empires III,2 million,2005-10-18,Real-time strategy,Ensemble Studios,Microsoft,PC
Civilization IV,3 million,2005-10-25,"Turn-based strategy, 4X",Firaxis Games,2K Games & Aspyr,PC
Glory of the Roman Empire,1 million,2006-06-26,City-building game,Haemimont Games,CDV Software,PC
Microsoft Flight Simulator X,1 million,2006-10-17,Amateur flight simulation,Microsoft Game Studios,Microsoft Game Studios,PC
Garry's Mod,20 million,2006-11-29,Sandbox,Facepunch Studios,Valve,PC
Supreme Commander,1 million,2007-02-16,Real-time strategy,Gas Powered Games,THQ,PC
Command & Conquer 3: Tiberium Wars,1 million,2007-03-28,Real-time strategy,EA Los Angeles,Electronic Arts,PC
BioShock,1 million,2007-08-21,First-person shooter,Irrational Games,2K Games,PC
The Witcher,2 million,2007-10-26,Action role-playing,CD Projekt Red,Atari,PC
Crysis,3 million,2007-11-13,First-person shooter,Crytek,Electronic Arts,PC
Spore,2 million,2008-09-04,God game,Maxis,Electronic Arts,PC
Crysis Warhead,1 million,2008-09-16,First-person shooter,Crytek Budapest,Electronic Arts,PC
Warhammer Online: Age of Reckoning,1 million,2008-09-18,MMORPG,Mythic Entertainment,Electronic Arts,PC
Killing Floor,1 million,2009-05-14,First-person shooter,Tripwire Interactive,Tripwire Interactive,PC
The Sims 3,7 million,2009-06-02,Life simulation,Maxis,Electronic Arts,PC
Ultra Street Fighter IV,1.3 million,2009-07-02,Fighting,Capcom Dimps,Capcom,PC
Resident Evil 5,1 million,2009-09-17,"Third-person shooter, survival horror",Capcom,Capcom,PC
Machinarium,1 million,2009-10-16,"Graphic adventure, puzzle",Amanita Design,Amanita Design,PC
Sega Mega Drive and Genesis Classics,1.5 million,2010-06-01,Compilation,Sega,Sega,PC
StarCraft II: Wings of Liberty,6 million,2010-07-27,Real-time strategy,Blizzard Entertainment,Blizzard Entertainment,PC
Magicka,2 million,2011-01-25,Action-adventure,Arrowhead Game Studios,Paradox Interactive,PC
Terraria,23 million,2011-05-16,Action-adventure,Re-Logic,Re-Logic,PC
The Witcher 2: Assassins of Kings,2 million,2011-05-17,Action role-playing,CD Projekt Red,CD Projekt,PC
The Legend of Sword and Fairy 5,1 million,2011-07-07,Role-playing game,Softstar,Softstar,PC
The Binding of Isaac,3 million,2011-09-28,"Action-adventure, roguelike",Edmund McMillen & Florian Himsl,Headup Games,PC
Crusader Kings II,1 million,2012-02-14,Grand strategy,Paradox Development Studio,Paradox Interactive,PC
Diablo III,20 million,2012-05-15,Action role-playing,Blizzard Entertainment,Blizzard Entertainment,PC
Dark Souls,3.6 million,2012-08-23,Action role-playing,FromSoftware,Namco Bandai Games,PC
Guild Wars 2,5 million,2012-08-28,MMORPG,ArenaNet,NCsoft,PC
Prison Architect,1 million,2012-09-25,Construction and management simulation,Introversion Software,Introversion Software,PC
Euro Truck Simulator 2,15 million,2012-10-19,Vehicle simulation,SCS Software,SCS Software,PC
American Truck Simulator,4 million,2012-10-19,Vehicle simulation,SCS Software,SCS Software,PC
SimCity,2 million,2013-03-05,City-building,Electronic Arts,Electronic Arts,PC
StarCraft II: Heart of the Swarm,1 million,2013-03-12,Real-time strategy,Blizzard Entertainment,Blizzard Entertainment,PC
Resident Evil 6,1.3 million,2013-03-21,"Third-person shooter, survival horror",Capcom,Capcom,PC
Europa Universalis IV,1 million,2013-08-13,Grand strategy,Paradox Development Studio,Paradox Interactive,PC
Star Citizen,1.7 million,2013-08-29,"MMO, Space trading and combat, first-person shooter",Cloud Imperium Games,Cloud Imperium Games,PC
ARMA 3,5.5 million,2013-09-12,Tactical shooter,Bohemia Interactive,Bohemia Interactive,PC
Pac-Man Championship Edition DX+,1.1 million,2013-09-25,"Maze, arcade",Namco Bandai Games Mine Loader Software,Namco Bandai Games,PC
Space Engineers,2 million,2013-10-13,Simulation,Keen Software House,Keen Software House,PC
The Stanley Parable,1 million,2013-10-17,Interactive fiction,Galactic Cafe,Galactic Cafe,PC
DayZ,4 million,2013-12-16,Survival,Bohemia Interactive,Bohemia Interactive,PC
Resident Evil 4: Ultimate HD Edition,1.2 million,2014-02-27,"Third-person shooter, survival horror",Capcom,Capcom,PC
Dark Souls II,2.7 million,2014-04-24,Action role-playing,FromSoftware,Bandai Namco Games,PC
Just Survive[h],1 million,2015-01-15,Survival,Daybreak Game Company,Daybreak Game Company,PC
Cities: Skylines,6 million,2015-03-10,City-building,Colossal Order,Paradox Interactive,PC
Grand Theft Auto V,2 million,2015-04-14,Action-adventure,Rockstar North,Rockstar Games,PC
The Witcher 3: Wild Hunt,12 million,2015-05-19,Action role-playing,CD Projekt Red,CD Projekt,PC
Ark: Survival Evolved,1 million,2015-06-02,"Action-adventure, Survival",Studio Wildcard Instinct Games,Studio Wildcard,PC
Metal Gear Solid V: The Phantom Pain,1.8 million,2015-09-01,"Action-adventure, stealth",Kojima Productions,Konami,PC
StarCraft II: Legacy of the Void,1 million,2015-11-10,Real-time strategy,Blizzard Entertainment,Blizzard Entertainment,PC
Danganronpa: Trigger Happy Havoc,1 million,2016-02-18,"Visual novel, adventure",Spike Chunsoft,Spike Chunsoft,PC
Stardew Valley,19 million,2016-02-26,"Farm life sim, role-playing game",ConcernedApe[c],ConcernedApe[c],PC
Dark Souls III,3.3 million,2016-04-12,Action role-playing,FromSoftware,Bandai Namco Entertainment,PC
Danganronpa 2: Goodbye Despair,1 million,2016-04-18,"Visual novel, adventure",Spike Chunsoft,Spike Chunsoft,PC
Stellaris,1.5 million,2016-05-09,"RTS, 4X, Grand Strategy",Paradox Development Studio,Paradox Interactive,PC
Hearts of Iron IV,1 million,2016-06-06,"Real-time strategy, grand strategy wargame",Paradox Development Studio,Paradox Interactive,PC
7 Days to Die,2 million,2016-06-28,Survival horror,The Fun Pimps,The Fun Pimps,PC
Hollow Knight,1 million,2017-02-24,Metroidvania,Team Cherry,Team Cherry,PC
Nier: Automata,1.2 million,2017-03-17,"Action role-playing, hack and slash",PlatinumGames Square Enix,Square Enix,PC
Divinity: Original Sin II,1 million,2017-09-14,Role-playing,Larian Studios,Larian Studios,PC
Stickfight: The Game,2 million,2017-09-28,Fighting,Landfall Games,Landfall Games,PC
Cuphead,1 million,2017-09-29,Run and gun,StudioMDHR,StudioMDHR,PC
PUBG: Battlegrounds,42 million,2017-12-20,Battle royale,PUBG Studios,Krafton,PC
Rust,16 million,2018-02-08,Survival,Facepunch Studios,Facepunch Studios,PC
Kingdom Come: Deliverance,1.1 million,2018-02-13,Action role-playing game,Warhorse Studios,Warhorse Studios,PC
The Forest,5.3 million,2018-04-30,Survival,Endnight Games,Endnight Games,PC
Kenshi,2 million,2018-12-06,Real-time strategy Action role-playing game,Lo-Fi Games,Lo-Fi Games,PC
Satisfactory,5.5 million,2019-03-19,Construction and management simulation,Coffee Stain Studios,Coffee Stain Studios,PC
Mordhau,1 million,2019-04-29,Action,Triternion,Triternion,PC
Mount & Blade : Bannerlord,3.1 million,2020-03-27,Action role-playing Strategy,TaleWorlds Entertainment,TaleWorlds Entertainment Prime Matter (Physical),PC
Deep Rock Galactic,4 million,2020-05-13,First-person shooter,Ghost Ship Games,Coffee Stain Publishing,PC
Fall Guys,10 million,2020-08-04,Battle royale,Mediatonic,Devolver Digital,PC
Horizon Zero Dawn,2.39 million,2020-08-07,Action role-playing,Guerrilla Games,Sony Interactive Entertainment,PC
Crusader Kings III,2 million,2020-09-01,Grand strategy,Paradox Development Studio,Paradox Interactive,PC
Cyberpunk 2077,7.67 million,2020-12-10,Action role-playing,CD Projekt Red,CD Projekt,PC
Valheim,6 million,2021-02-02,Survival,Iron Gate,Coffee Stain Publishing,PC
V Rising,3 million,2022-05-17,"Survival, Base building, Hack and slash",Stunlock Studios,Stunlock Studios,PC
Marvel's Spider-Man Remastered,1.5 million,2022-08-12,Action-adventure,Insomniac Games,Sony Interactive Entertainment,PC
Manor Lords,1 million,2024-04-26,City-Building Real-time tactics,Slavic Magic,Hooded Horse,PC
Minecraft,33 million,,"Sandbox, survival",Mojang Studios,Mojang Studios,PC
Palworld,15 million,,Survival,Pocket Pair,Pocket Pair,PC
Civilization V,8 million,,"Turn-based strategy, 4X",Firaxis Games,2K Games & Aspyr,PC
The Last Ninja,4 million,,Action-adventure,System 3,Activision,PC
Factorio,3.5 million,,Construction and management simulation,Wube Software,Wube Software,PC
Theme Park,3 million,,Construction and management simulation,Bullfrog Productions,Electronic Arts,PC
Planet Coaster,2 million,,Construction and management simulation,Frontier Developments,Frontier Developments,PC
International Karate,1.5 million,,Fighting,System 3,Epyx,PC
Monopoly,1.27 million,,"Strategy, board game",Westwood Studios,Hasbro Electronic Entertainment,PC
SimCity 2000,1.13 million,,City-building,Maxis,Maxis,PC
Tetris,1 million,,Puzzle,Spectrum HoloByte,Spectrum HoloByte,PC
RoboCop,1 million,,Run and gun,Data East,"Data East, Ocean Software",PC
Star Wars: Rebel Assault,1 million,,Rail shooter,LucasArts,LucasArts,PC
Wing Commander 3: Heart of the Tiger,1 million,,Space combat simulation,Origin Systems,Electronic Arts,PC
Daryl F. Gates' Police Quest: SWAT,1 million,,Interactive movie,Sierra Online,Sierra Online,PC
Rimworld,1 million,,Construction and management simulation,Ludeon Studios,Ludeon Studios,PC
Wii Sports †,82.90 million,2006-11-19,Sports,Nintendo EAD (Group 2),Nintendo,Wii
The Legend of Zelda: Twilight Princess,7.50 million,2006-11-19,Action-adventure,Nintendo EAD (Group 3),Nintendo,Wii
Red Steel,1 million,2006-11-19,First-person shooter,Ubisoft Paris,Ubisoft,Wii
Rayman Raving Rabbids,1.2 million,2006-11-19,Party,Ubisoft Montpellier,Ubisoft,Wii
Wii Play,28.02 million,2006-12-02,Party,Nintendo EAD (Group 2),Nintendo,Wii
WarioWare: Smooth Moves,2.35 million,2006-12-02,Partyrhythm,Nintendo SPD (Group 1)Intelligent Systems,Nintendo,Wii
Pokémon Battle Revolution,1.95 million,2006-12-14,Fighting,Genius Sonority,Nintendo,Wii
Super Paper Mario,4.23 million,2007-04-09,Action role-playing: platform,Intelligent Systems,Nintendo,Wii
Big Brain Academy: Wii Degree,3.34 million,2007-04-26,Puzzle: educational,Nintendo EAD (Group 4),Nintendo,Wii
Mario Strikers Charged,2.6 million,2007-05-25,Sports,Next Level Games,Nintendo,Wii
Mario Party 8,8.85 million,2007-05-29,Party,Hudson Soft,Nintendo,Wii
Resident Evil 4: Wii Edition,2 million,2007-05-31,Survival horror,Capcom,JP/NA/EU: CapcomAU: Nintendo Australia,Wii
Carnival Games,1.5 million,2007-08-27,Party,Cat Daddy Games,Global Star Software,Wii
Metroid Prime 3: Corruption,1.41 million,2007-08-27,First-person action-adventure,Retro StudiosNintendo,Nintendo,Wii
Guitar Hero III: Legends of Rock,2 million,2007-10-28,Music: rhythm,Vicarious Visions,Activision,Wii
Super Mario Galaxy,12.80 million,2007-11-01,Platform,Nintendo EAD (Group 1),Nintendo,Wii
Super Mario Bros. 3[e],1 million,2007-11-05,Platform,Nintendo EAD,Nintendo,Wii
Mario & Sonic at the Olympic Games,7.09 million,2007-11-06,Sports,Sega Sports R&D,JP: NintendoNA/PAL: Sega,Wii
Lego Star Wars: The Complete Saga,5.51 million,2007-11-06,Action-adventure,Traveller's Tales,LucasArts,Wii
Resident Evil: The Umbrella Chronicles,1.3 million,2007-11-13,Rail shooter,CapcomCavia,JP/NA/EU: CapcomAU: Nintendo Australia,Wii
Link's Crossbow Training,5.79 million,2007-11-19,Shooter,Nintendo EAD (Group 3),Nintendo,Wii
Game Party,2 million shipped,2007-11-27,Party,FarSight Studios,Midway Games,Wii
Wii Fit,22.67 million,2007-12-01,Exergaming,Nintendo EAD (Group 5),Nintendo,Wii
We Ski,1.2 million,2008-01-31,Sports,Bandai Namco Games,Bandai Namco Games,Wii
Super Smash Bros. Brawl,13.32 million,2008-01-31,Fighting,Sora Ltd.ad hoc development team[c],Nintendo,Wii
Mario Kart Wii †,37.38 million,2008-04-10,Racing,Nintendo EAD (Group 1),Nintendo,Wii
Active Life: Outdoor Challenge,1.03 million,2008-05-29,Exergaming,h.a.n.d.,Bandai Namco Games,Wii
Mario Super Sluggers,2.32 million,2008-06-19,Sports,Bandai Namco GamesNow Production,Nintendo,Wii
Rock Band,1 million,2008-06-22,Rhythm,Pi Studios,MTV GamesElectronic Arts,Wii
Big Beach Sports,1.2 million shipped,2008-06-24,Sports,HB Studios,THQ,Wii
Wario Land: Shake It!,1.06 million,2008-07-24,Platform,Good-Feel,Nintendo,Wii
Game Party 2,1 million shipped,2008-10-06,Party,FarSight Studios,Midway Games,Wii
Wii Music,2.86 million,2008-10-16,Music,Nintendo EAD (Group 2),Nintendo,Wii
Guitar Hero World Tour,1.33 million,2008-10-26,Musicrhythm,Vicarious Visions,Activision,Wii
Call of Duty: World at War,>1 million,2008-11-10,First-person shooter,Treyarch,Activision,Wii
Animal Crossing: City Folk,4.32 million,2008-11-16,Life simulation,Nintendo EAD (Group 2),Nintendo,Wii
New Play Control! Mario Power Tennis,1.79 million,2009-01-15,Sports,Camelot Software Planning,Nintendo,Wii
Deca Sports,2 million shipped,2009-04-16,Sports,Hudson Soft,JP/NA: Hudson SoftEU: Konami,Wii
EA Sports Active,1.8 million,2009-05-19,Fitness,EA Canada,Electronic Arts,Wii
Wii Sports Resort †,33.14 million,2009-06-25,Sports,Nintendo EAD (Group 2),Nintendo,Wii
Punch-Out!!,1.14 million,2009-07-23,Sports,Next Level Games,Nintendo,Wii
Monster Hunter Tri,1.9 million,2009-08-01,Action role-playing,Capcom Production Studio 1,Capcom,Wii
Wii Fit Plus,21.13 million,2009-10-01,Exergaming,Nintendo EAD (Group 5),Nintendo,Wii
Mario & Sonic at the Olympic Winter Games,6.53 million,2009-11-05,Sports,Sega Sports R&D,JP: NintendoNA/PAL: Sega,Wii
